"Id","Weekly_Sales"
"1_6_2013-02-15",7472.88040186433
"1_6_2013-02-22",7474.4745712483
"1_6_2013-03-01",7468.30038995528
"1_6_2013-03-08",7472.99453502285
"1_6_2013-03-15",7492.65065109096
"1_6_2013-03-22",7516.00505615651
"1_6_2013-03-29",7515.74282999355
"1_6_2013-04-05",7513.59108169408
"1_6_2013-04-12",7516.22045318731
"1_6_2013-04-19",7523.76932715757
"1_6_2013-04-26",7531.32081309948
"1_6_2013-05-03",7530.95694052949
"1_6_2013-05-10",7530.27116446889
"1_6_2013-05-17",7531.54663291158
"1_6_2013-05-24",7534.37500954071
"1_6_2013-05-31",7536.79309636478
"1_6_2013-06-07",7536.57945049583
"1_6_2013-06-14",7536.38425491766
"1_6_2013-06-21",7536.95571658661
"1_6_2013-06-28",7537.99437920877
"1_6_2013-07-05",7538.76031441567
"1_6_2013-07-12",7538.65959793912
"1_6_2013-07-19",7538.61387591938
"1_6_2013-07-26",7538.85700725094
"1_7_2012-11-02",28094.0080961773
"1_7_2012-11-09",15275.3013340146
"1_7_2012-11-16",-1130.80259021148
"1_7_2012-11-23",12089.4235024805
"1_7_2012-11-30",33991.4750973565
"1_7_2012-12-07",35185.7313094215
"1_7_2012-12-14",35185.7313094215
"1_7_2012-12-21",35185.7313094215
"1_7_2012-12-28",7037.1462618843
"1_7_2013-01-04",35185.7313094215
"1_7_2013-01-11",35185.7313094215
"1_7_2013-01-18",35185.7313094215
"1_7_2013-01-25",35185.7313094215
"1_7_2013-02-01",35185.7313094215
"1_7_2013-02-08",7037.1462618843
"1_7_2013-02-15",35185.7313094215
"1_7_2013-02-22",35185.7313094215
"1_7_2013-03-01",35185.7313094215
"1_7_2013-03-08",35185.7313094215
"1_7_2013-03-15",35185.7313094215
"1_7_2013-03-22",35185.7313094215
"1_7_2013-03-29",35185.7313094215
"1_7_2013-04-05",35185.7313094215
"1_7_2013-04-12",35185.7313094215
"1_7_2013-04-19",35185.7313094215
"1_7_2013-04-26",35185.7313094215
"1_7_2013-05-03",35185.7313094215
"1_7_2013-05-10",35185.7313094215
"1_7_2013-05-17",35185.7313094215
"1_7_2013-05-24",35185.7313094215
"1_7_2013-05-31",35185.7313094215
"1_7_2013-06-07",35185.7313094215
"1_7_2013-06-14",35185.7313094215
"1_7_2013-06-21",35185.7313094215
"1_7_2013-06-28",35185.7313094215
"1_7_2013-07-05",35185.7313094215
"1_7_2013-07-12",35185.7313094215
"1_7_2013-07-19",35185.7313094215
"1_7_2013-07-26",35185.7313094215
"1_8_2012-11-02",46244.5802797203
"1_8_2012-11-09",46244.5802797203
"1_8_2012-11-16",46244.5802797203
"1_8_2012-11-23",9248.91605594406
"1_8_2012-11-30",46244.5802797203
"1_8_2012-12-07",46244.5802797203
"1_8_2012-12-14",46244.5802797203
"1_8_2012-12-21",46244.5802797203
"1_8_2012-12-28",9248.91605594406
"1_8_2013-01-04",46244.5802797203
"1_8_2013-01-11",46244.5802797203
"1_8_2013-01-18",46244.5802797203
"1_8_2013-01-25",46244.5802797203
"1_8_2013-02-01",46244.5802797203
"1_8_2013-02-08",9248.91605594406
"1_8_2013-02-15",46244.5802797203
"1_8_2013-02-22",46244.5802797203
"1_8_2013-03-01",46244.5802797203
"1_8_2013-03-08",46244.5802797203
"1_8_2013-03-15",46244.5802797203
"1_8_2013-03-22",46244.5802797203
"1_8_2013-03-29",46244.5802797203
"1_8_2013-04-05",46244.5802797203
"1_8_2013-04-12",46244.5802797203
"1_8_2013-04-19",46244.5802797203
"1_8_2013-04-26",46244.5802797203
"1_8_2013-05-03",46244.5802797203
"1_8_2013-05-10",46244.5802797203
"1_8_2013-05-17",46244.5802797203
"1_8_2013-05-24",46244.5802797203
"1_8_2013-05-31",46244.5802797203
"1_8_2013-06-07",46244.5802797203
"1_8_2013-06-14",46244.5802797203
"1_8_2013-06-21",46244.5802797203
"1_8_2013-06-28",46244.5802797203
"1_8_2013-07-05",46244.5802797203
"1_8_2013-07-12",46244.5802797203
"1_8_2013-07-19",46244.5802797203
"1_8_2013-07-26",46244.5802797203
"1_9_2012-11-02",37414.4982317682
"1_9_2012-11-09",37414.4982317682
"1_9_2012-11-16",37414.4982317682
"1_9_2012-11-23",7482.89964635364
"1_9_2012-11-30",37414.4982317682
"1_9_2012-12-07",37414.4982317682
"1_9_2012-12-14",37414.4982317682
"1_9_2012-12-21",37414.4982317682
"1_9_2012-12-28",7482.89964635364
"1_9_2013-01-04",37414.4982317682
"1_9_2013-01-11",37414.4982317682
"1_9_2013-01-18",37414.4982317682
"1_9_2013-01-25",37414.4982317682
"1_9_2013-02-01",37414.4982317682
"1_9_2013-02-08",7482.89964635364
"1_9_2013-02-15",37414.4982317682
"1_9_2013-02-22",37414.4982317682
"1_9_2013-03-01",37414.4982317682
"1_9_2013-03-08",37414.4982317682
"1_9_2013-03-15",37414.4982317682
"1_9_2013-03-22",37414.4982317682
"1_9_2013-03-29",37414.4982317682
"1_9_2013-04-05",37414.4982317682
"1_9_2013-04-12",37414.4982317682
"1_9_2013-04-19",37414.4982317682
"1_9_2013-04-26",37414.4982317682
"1_9_2013-05-03",37414.4982317682
"1_9_2013-05-10",37414.4982317682
"1_9_2013-05-17",37414.4982317682
"1_9_2013-05-24",37414.4982317682
"1_9_2013-05-31",37414.4982317682
"1_9_2013-06-07",37414.4982317682
"1_9_2013-06-14",37414.4982317682
"1_9_2013-06-21",37414.4982317682
"1_9_2013-06-28",37414.4982317682
"1_9_2013-07-05",37414.4982317682
"1_9_2013-07-12",37414.4982317682
"1_9_2013-07-19",37414.4982317682
"1_9_2013-07-26",37414.4982317682
"1_10_2012-11-02",40366.3578121878
"1_10_2012-11-09",40366.3578121878
"1_10_2012-11-16",40366.3578121878
"1_10_2012-11-23",8073.27156243757
"1_10_2012-11-30",40366.3578121878
"1_10_2012-12-07",40366.3578121878
"1_10_2012-12-14",40366.3578121878
"1_10_2012-12-21",40366.3578121878
"1_10_2012-12-28",8073.27156243757
"1_10_2013-01-04",40366.3578121878
"1_10_2013-01-11",40366.3578121878
"1_10_2013-01-18",40366.3578121878
"1_10_2013-01-25",40366.3578121878
"1_10_2013-02-01",40366.3578121878
"1_10_2013-02-08",8073.27156243757
"1_10_2013-02-15",40366.3578121878
"1_10_2013-02-22",40366.3578121878
"1_10_2013-03-01",40366.3578121878
"1_10_2013-03-08",40366.3578121878
"1_10_2013-03-15",40366.3578121878
"1_10_2013-03-22",40366.3578121878
"1_10_2013-03-29",40366.3578121878
"1_10_2013-04-05",40366.3578121878
"1_10_2013-04-12",40366.3578121878
"1_10_2013-04-19",40366.3578121878
"1_10_2013-04-26",40366.3578121878
"1_10_2013-05-03",40366.3578121878
"1_10_2013-05-10",40366.3578121878
"1_10_2013-05-17",40366.3578121878
"1_10_2013-05-24",40366.3578121878
"1_10_2013-05-31",40366.3578121878
"1_10_2013-06-07",40366.3578121878
"1_10_2013-06-14",40366.3578121878
"1_10_2013-06-21",40366.3578121878
"1_10_2013-06-28",40366.3578121878
"1_10_2013-07-05",40366.3578121878
"1_10_2013-07-12",40366.3578121878
"1_10_2013-07-19",40366.3578121878
"1_10_2013-07-26",40366.3578121878
"1_11_2012-11-02",30270.2051531469
"1_11_2012-11-09",30248.4181524869
"1_11_2012-11-16",19357.0430429827
"1_11_2012-11-23",5307.72453171416
"1_11_2012-11-30",29356.75507421
"1_11_2012-12-07",31852.0278127954
"1_11_2012-12-14",31852.0278127954
"1_11_2012-12-21",31852.0278127954
"1_11_2012-12-28",6370.40556255909
"1_11_2013-01-04",31852.0278127954
"1_11_2013-01-11",31852.0278127954
"1_11_2013-01-18",31852.0278127954
"1_11_2013-01-25",31852.0278127954
"1_11_2013-02-01",31852.0278127954
"1_11_2013-02-08",6370.40556255909
"1_11_2013-02-15",31852.0278127954
"1_11_2013-02-22",31852.0278127954
"1_11_2013-03-01",31852.0278127954
"1_11_2013-03-08",31852.0278127954
"1_11_2013-03-15",31852.0278127954
"1_11_2013-03-22",31852.0278127954
"1_11_2013-03-29",31852.0278127954
"1_11_2013-04-05",31852.0278127954
"1_11_2013-04-12",31852.0278127954
"1_11_2013-04-19",31852.0278127954
"1_11_2013-04-26",31852.0278127954
"1_11_2013-05-03",31852.0278127954
"1_11_2013-05-10",31852.0278127954
"1_11_2013-05-17",31852.0278127954
"1_11_2013-05-24",31852.0278127954
"1_11_2013-05-31",31852.0278127954
"1_11_2013-06-07",31852.0278127954
"1_11_2013-06-14",31852.0278127954
"1_11_2013-06-21",31852.0278127954
"1_11_2013-06-28",31852.0278127954
"1_11_2013-07-05",31852.0278127954
"1_11_2013-07-12",31852.0278127954
"1_11_2013-07-19",31852.0278127954
"1_11_2013-07-26",31852.0278127954
"1_12_2012-11-02",16473.7467921565
"1_12_2012-11-09",14999.3223183683
"1_12_2012-11-16",13653.1744463443
"1_12_2012-11-23",2608.12723776745
"1_12_2012-11-30",12223.5403474606
"1_12_2012-12-07",13139.9012736719
"1_12_2012-12-14",13522.5387293094
"1_12_2012-12-21",13527.9650355036
"1_12_2012-12-28",2681.27297635474
"1_12_2013-01-04",13164.2497331858
"1_12_2013-01-11",13168.4519271847
"1_12_2013-01-18",13247.8922662715
"1_12_2013-01-25",13305.9677821739
"1_12_2013-02-01",13322.7707044242
"1_12_2013-02-08",2657.52729540464
"1_12_2013-02-15",13263.1339161329
"1_12_2013-02-22",13261.3114661901
"1_12_2013-03-01",13271.5224116862
"1_12_2013-03-08",13282.0403601559
"1_12_2013-03-15",13282.6760130826
"1_12_2013-03-22",13278.2908985467
"1_12_2013-03-29",13274.7963938788
"1_12_2013-04-05",13274.323151642
"1_12_2013-04-12",13276.0489948067
"1_12_2013-04-19",13277.409424229
"1_12_2013-04-26",13277.5168034231
"1_12_2013-05-03",13276.9041229208
"1_12_2013-05-10",13276.3747155729
"1_12_2013-05-17",13276.3360546081
"1_12_2013-05-24",13276.576536644
"1_12_2013-05-31",13276.7694372976
"1_12_2013-06-07",13276.7863258336
"1_12_2013-06-14",13276.6942292672
"1_12_2013-06-21",13276.6208317189
"1_12_2013-06-28",13276.6157975811
"1_12_2013-07-05",13276.6502102035
"1_12_2013-07-12",13276.6780846115
"1_12_2013-07-19",13276.6798535923
"1_12_2013-07-26",13276.6666598644
"1_13_2012-11-02",50092.1798901099
"1_13_2012-11-09",50092.1798901099
"1_13_2012-11-16",50092.1798901099
"1_13_2012-11-23",10018.435978022
"1_13_2012-11-30",50092.1798901099
"1_13_2012-12-07",50092.1798901099
"1_13_2012-12-14",50092.1798901099
"1_13_2012-12-21",50092.1798901099
"1_13_2012-12-28",10018.435978022
"1_13_2013-01-04",50092.1798901099
"1_13_2013-01-11",50092.1798901099
"1_13_2013-01-18",50092.1798901099
"1_13_2013-01-25",50092.1798901099
"1_13_2013-02-01",50092.1798901099
"1_13_2013-02-08",10018.435978022
"1_13_2013-02-15",50092.1798901099
"1_13_2013-02-22",50092.1798901099
"1_13_2013-03-01",50092.1798901099
"1_13_2013-03-08",50092.1798901099
"1_13_2013-03-15",50092.1798901099
"1_13_2013-03-22",50092.1798901099
"1_13_2013-03-29",50092.1798901099
"1_13_2013-04-05",50092.1798901099
"1_13_2013-04-12",50092.1798901099
"1_13_2013-04-19",50092.1798901099
"1_13_2013-04-26",50092.1798901099
"1_13_2013-05-03",50092.1798901099
"1_13_2013-05-10",50092.1798901099
"1_13_2013-05-17",50092.1798901099
"1_13_2013-05-24",50092.1798901099
"1_13_2013-05-31",50092.1798901099
"1_13_2013-06-07",50092.1798901099
"1_13_2013-06-14",50092.1798901099
"1_13_2013-06-21",50092.1798901099
"1_13_2013-06-28",50092.1798901099
"1_13_2013-07-05",50092.1798901099
"1_13_2013-07-12",50092.1798901099
"1_13_2013-07-19",50092.1798901099
"1_13_2013-07-26",50092.1798901099
"1_14_2012-11-02",10243.7579332365
"1_14_2012-11-09",9574.42619547276
"1_14_2012-11-16",-3534.61925100998
"1_14_2012-11-23",4773.28445812696
"1_14_2012-11-30",24054.5605144238
"1_14_2012-12-07",22142.7313212381
"1_14_2012-12-14",22142.7313212381
"1_14_2012-12-21",22142.7313212381
"1_14_2012-12-28",4428.54626424762
"1_14_2013-01-04",22142.7313212381
"1_14_2013-01-11",22142.7313212381
"1_14_2013-01-18",22142.7313212381
"1_14_2013-01-25",22142.7313212381
"1_14_2013-02-01",22142.7313212381
"1_14_2013-02-08",4428.54626424762
"1_14_2013-02-15",22142.7313212381
"1_14_2013-02-22",22142.7313212381
"1_14_2013-03-01",22142.7313212381
"1_14_2013-03-08",22142.7313212381
"1_14_2013-03-15",22142.7313212381
"1_14_2013-03-22",22142.7313212381
"1_14_2013-03-29",22142.7313212381
"1_14_2013-04-05",22142.7313212381
"1_14_2013-04-12",22142.7313212381
"1_14_2013-04-19",22142.7313212381
"1_14_2013-04-26",22142.7313212381
"1_14_2013-05-03",22142.7313212381
"1_14_2013-05-10",22142.7313212381
"1_14_2013-05-17",22142.7313212381
"1_14_2013-05-24",22142.7313212381
"1_14_2013-05-31",22142.7313212381
"1_14_2013-06-07",22142.7313212381
"1_14_2013-06-14",22142.7313212381
"1_14_2013-06-21",22142.7313212381
"1_14_2013-06-28",22142.7313212381
"1_14_2013-07-05",22142.7313212381
"1_14_2013-07-12",22142.7313212381
"1_14_2013-07-19",22142.7313212381
"1_14_2013-07-26",22142.7313212381
"1_16_2012-11-02",17606.625543667
"1_16_2012-11-09",18725.1019905825
"1_16_2012-11-16",19711.4653384211
"1_16_2012-11-23",4116.26412566084
"1_16_2012-11-30",21348.4296525758
"1_16_2012-12-07",22024.9286771412
"1_16_2012-12-14",22621.5204467041
"1_16_2012-12-21",23147.6435105752
"1_16_2012-12-28",4722.32430958378
"1_16_2013-01-04",24020.79505488
"1_16_2013-01-11",24381.6374769856
"1_16_2013-01-18",24699.8576241256
"1_16_2013-01-25",24980.4899883997
"1_16_2013-02-01",25227.9743937267
"1_16_2013-02-08",5089.24524746779
"1_16_2013-02-15",25638.6984344343
"1_16_2013-02-22",25808.4360460008
"1_16_2013-03-01",25958.1244540675
"1_16_2013-03-08",26090.1318465526
"1_16_2013-03-15",26206.5466838521
"1_16_2013-03-22",26309.21073992
"1_16_2013-03-29",26399.7482405755
"1_16_2013-04-05",26479.5915600284
"1_16_2013-04-12",26550.0038821611
"1_16_2013-04-19",26612.099185088
"1_16_2013-04-26",26666.8598651622
"1_16_2013-05-03",26715.1522792554
"1_16_2013-05-10",26757.7404512026
"1_16_2013-05-17",26795.298159258
"1_16_2013-05-24",26828.4195957951
"1_16_2013-05-31",26857.6287678953
"1_16_2013-06-07",26883.3877875508
"1_16_2013-06-14",26906.1041826385
"1_16_2013-06-21",26926.1373443303
"1_16_2013-06-28",26943.804212943
"1_16_2013-07-05",26959.3842921828
"1_16_2013-07-12",26973.1240711123
"1_16_2013-07-19",26985.2409238013
"1_16_2013-07-26",26995.9265483548
"1_17_2012-11-02",10792.079378716
"1_17_2012-11-09",11051.6735333173
"1_17_2012-11-16",7696.59269475063
"1_17_2012-11-23",2200.00508228655
"1_17_2012-11-30",11482.7255786484
"1_17_2012-12-07",12586.4996433946
"1_17_2012-12-14",12586.4996433946
"1_17_2012-12-21",12586.4996433946
"1_17_2012-12-28",2517.29992867892
"1_17_2013-01-04",12586.4996433946
"1_17_2013-01-11",12586.4996433946
"1_17_2013-01-18",12586.4996433946
"1_17_2013-01-25",12586.4996433946
"1_17_2013-02-01",12586.4996433946
"1_17_2013-02-08",2517.29992867892
"1_17_2013-02-15",12586.4996433946
"1_17_2013-02-22",12586.4996433946
"1_17_2013-03-01",12586.4996433946
"1_17_2013-03-08",12586.4996433946
"1_17_2013-03-15",12586.4996433946
"1_17_2013-03-22",12586.4996433946
"1_17_2013-03-29",12586.4996433946
"1_17_2013-04-05",12586.4996433946
"1_17_2013-04-12",12586.4996433946
"1_17_2013-04-19",12586.4996433946
"1_17_2013-04-26",12586.4996433946
"1_17_2013-05-03",12586.4996433946
"1_17_2013-05-10",12586.4996433946
"1_17_2013-05-17",12586.4996433946
"1_17_2013-05-24",12586.4996433946
"1_17_2013-05-31",12586.4996433946
"1_17_2013-06-07",12586.4996433946
"1_17_2013-06-14",12586.4996433946
"1_17_2013-06-21",12586.4996433946
"1_17_2013-06-28",12586.4996433946
"1_17_2013-07-05",12586.4996433946
"1_17_2013-07-12",12586.4996433946
"1_17_2013-07-19",12586.4996433946
"1_17_2013-07-26",12586.4996433946
"1_18_2012-11-02",15327.4807853884
"1_18_2012-11-09",14476.741245551
"1_18_2012-11-16",15423.7135054734
"1_18_2012-11-23",3021.66022982449
"1_18_2012-11-30",17486.0236373761
"1_18_2012-12-07",14238.7644713634
"1_18_2012-12-14",14238.7644713634
"1_18_2012-12-21",14238.7644713634
"1_18_2012-12-28",2847.75289427269
"1_18_2013-01-04",14238.7644713634
"1_18_2013-01-11",14238.7644713634
"1_18_2013-01-18",14238.7644713634
"1_18_2013-01-25",14238.7644713634
"1_18_2013-02-01",14238.7644713634
"1_18_2013-02-08",2847.75289427269
"1_18_2013-02-15",14238.7644713634
"1_18_2013-02-22",14238.7644713634
"1_18_2013-03-01",14238.7644713634
"1_18_2013-03-08",14238.7644713634
"1_18_2013-03-15",14238.7644713634
"1_18_2013-03-22",14238.7644713634
"1_18_2013-03-29",14238.7644713634
"1_18_2013-04-05",14238.7644713634
"1_18_2013-04-12",14238.7644713634
"1_18_2013-04-19",14238.7644713634
"1_18_2013-04-26",14238.7644713634
"1_18_2013-05-03",14238.7644713634
"1_18_2013-05-10",14238.7644713634
"1_18_2013-05-17",14238.7644713634
"1_18_2013-05-24",14238.7644713634
"1_18_2013-06-07",14238.7644713634
"1_18_2013-07-05",14238.7644713634
"1_19_2012-11-02",1398.69154677121
"1_19_2012-11-09",1398.69154677121
"1_19_2012-11-16",1398.69154677121
"1_19_2012-11-23",279.738309354242
"1_19_2012-11-30",1398.69154677121
"1_19_2012-12-07",1398.69154677121
"1_19_2012-12-14",1398.69154677121
"1_19_2012-12-21",1398.69154677121
"1_19_2012-12-28",279.738309354242
"1_19_2013-01-04",1398.69154677121
"1_19_2013-01-11",1398.69154677121
"1_19_2013-01-18",1398.69154677121
"1_19_2013-01-25",1398.69154677121
"1_19_2013-02-01",1398.69154677121
"1_19_2013-02-08",279.738309354242
"1_19_2013-02-15",1398.69154677121
"1_19_2013-02-22",1398.69154677121
"1_19_2013-03-01",1398.69154677121
"1_19_2013-03-08",1398.69154677121
"1_19_2013-03-15",1398.69154677121
"1_19_2013-03-22",1398.69154677121
"1_19_2013-03-29",1398.69154677121
"1_19_2013-04-05",1398.69154677121
"1_19_2013-04-12",1398.69154677121
"1_19_2013-04-19",1398.69154677121
"1_19_2013-04-26",1398.69154677121
"1_19_2013-05-03",1398.69154677121
"1_19_2013-05-10",1398.69154677121
"1_19_2013-05-17",1398.69154677121
"1_19_2013-05-24",1398.69154677121
"1_19_2013-05-31",1398.69154677121
"1_19_2013-06-07",1398.69154677121
"1_19_2013-06-14",1398.69154677121
"1_19_2013-06-21",1398.69154677121
"1_19_2013-06-28",1398.69154677121
"1_19_2013-07-05",1398.69154677121
"1_19_2013-07-12",1398.69154677121
"1_19_2013-07-19",1398.69154677121
"1_19_2013-07-26",1398.69154677121
"1_20_2012-11-02",4459.2462952028
"1_20_2012-11-09",4671.78293360233
"1_20_2012-11-16",5532.48615559971
"1_20_2012-11-23",1222.33090359189
