"Id","Weekly_Sales"
"1_95_2012_11_09",26472.162696591
"1_10_2012_11_09",16997.666273297
"1_97_2012_11_09",26695.0920241979
"1_26_2012_11_09",18781.1008941524
"1_19_2012_11_09",18000.8482475281
"1_4_2012_11_09",16328.8782904763
"1_58_2012_11_09",22347.970135863
"1_2_2012_11_09",16105.9489628694
"1_1_2012_11_09",15994.4842990659
"1_9_2012_11_09",16886.2016094936
"1_11_2012_11_09",17109.1309371005
"1_24_2012_11_09",18558.1715665454
"1_23_2012_11_09",18446.706902742
"1_42_2012_11_09",20564.5355150077
"1_40_2012_11_09",20341.6061874008
"1_92_2012_11_09",26137.7687051806
"1_27_2012_11_09",18892.5655579558
"1_60_2012_11_09",22570.8994634699
"1_80_2012_11_09",24800.1927395391
"1_13_2012_11_09",17332.0602647074
"1_74_2012_11_09",24131.4047567183
"1_72_2012_11_09",23908.4754291114
"1_33_2012_11_09",19561.3535407766
"1_87_2012_11_09",25580.4453861633
"1_85_2012_11_09",25357.5160585564
"1_36_2012_11_09",19895.7475321869
"1_67_2012_11_09",23351.1521100941
"1_5_2012_11_09",16440.3429542797
"1_14_2012_11_09",17443.5249285109
"1_79_2012_11_09",24688.7280757356
"1_35_2012_11_09",19784.2828683835
"1_34_2012_11_09",19672.81820458
"1_16_2012_11_09",17666.4542561178
"1_52_2012_11_09",21679.1821530423
"1_28_2012_11_09",19004.0302217593
"1_81_2012_11_09",24911.6574033425
"1_12_2012_11_09",17220.5956009039
"1_82_2012_11_09",25023.122067146
"1_46_2012_11_09",21010.3941702215
"1_18_2012_11_09",17889.3835837247
"1_37_2012_11_09",20007.2121959904
"1_83_2012_11_09",25134.5867309495
"1_17_2012_11_09",17777.9189199212
"1_38_2012_11_09",20118.6768597938
"1_41_2012_11_09",20453.0708512042
"1_49_2012_11_09",21344.7881616319
"1_6_2012_11_16",16217.5935933194
"1_20_2012_11_16",17778.0988865679
"1_7_2012_11_16",16329.0582571229
"1_32_2012_11_16",19115.6748522094
"1_97_2012_11_16",26360.8779994341
"1_8_2012_11_16",16440.5229209263
"1_9_2012_11_16",16551.9875847298
"1_94_2012_11_16",26026.4840080237
"1_33_2012_11_16",19227.1395160128
"1_96_2012_11_16",26249.4133356307
"1_95_2012_11_16",26137.9486718272
"1_91_2012_11_16",25692.0900166134
"1_22_2012_11_16",18001.0282141748
"1_71_2012_11_16",23462.7967405442
"1_31_2012_11_16",19004.2101884059
"1_21_2012_11_16",17889.5635503713
"1_10_2012_11_16",16663.4522485333
"1_34_2012_11_16",19338.6041798163
"1_55_2012_11_16",21679.3621196889
"1_56_2012_11_16",21790.8267834923
"1_98_2012_11_16",26472.3426632376
"1_30_2012_11_16",18892.7455246024
"1_72_2012_11_16",23574.2614043477
"1_23_2012_11_16",18112.4928779782
"1_19_2012_11_16",17666.6342227644
"1_26_2012_11_16",18446.8868693886
"1_44_2012_11_16",20453.2508178508
"1_59_2012_11_16",22125.2207749027
"1_58_2012_11_16",22013.7561110993
"1_1_2012_11_16",15660.2702743021
"1_11_2012_11_16",16774.9169123367
"1_25_2012_11_16",18335.4222055851
"1_24_2012_11_16",18223.9575417817
"1_60_2012_11_16",22236.6854387062
"1_90_2012_11_16",25580.6253528099
"1_48_2012_11_16",20899.1094730647
"1_92_2012_11_16",25803.5546804168
"1_46_2012_11_16",20676.1801454578
"1_27_2012_11_16",18558.3515331921
"1_3_2012_11_16",15883.1996019091
"1_4_2012_11_16",15994.6642657125
"1_79_2012_11_16",24354.5140509719
"1_2_2012_11_16",15771.7349381056
"1_12_2012_11_16",16886.3815761402
"1_74_2012_11_16",23797.1907319546
"1_29_2012_11_16",18781.280860799
"1_93_2012_11_16",25915.0193442203
"1_28_2012_11_16",18669.8161969955
"1_67_2012_11_16",23016.9380853304
"1_13_2012_11_16",16997.8462399436
"1_49_2012_11_16",21010.5741368681
"1_81_2012_11_16",24577.4433785788
"1_38_2012_11_16",19784.4628350301
"1_36_2012_11_16",19561.5335074232
"1_80_2012_11_16",24465.9787147753
"1_54_2012_11_16",21567.8974558854
"1_82_2012_11_16",24688.9080423822
"1_42_2012_11_16",20230.3214902439
"1_5_2012_11_16",16106.128929516
"1_16_2012_11_16",17332.240231354
"1_87_2012_11_16",25246.2313613995
"1_40_2012_11_16",20007.392162637
"1_35_2012_11_16",19450.0688436197
"1_41_2012_11_16",20118.8568264405
"1_17_2012_11_16",17443.7048951575
"1_83_2012_11_16",24800.3727061857
"1_52_2012_11_16",21344.9681282785
"1_14_2012_11_16",17109.3109037471
"1_18_2012_11_16",17555.1695589609
"1_85_2012_11_16",25023.3020337926
"1_37_2012_11_16",19672.9981712266
"1_71_2012_11_23",31638.2532735193
"1_20_2012_11_23",25953.5554195429
"1_23_2012_11_23",26287.9494109533
"1_22_2012_11_23",26176.4847471498
"1_97_2012_11_23",34536.3345324091
"1_98_2012_11_23",34647.7991962126
"1_21_2012_11_23",26065.0200833463
"1_9_2012_11_23",24727.4441177049
"1_72_2012_11_23",31749.7179373227
"1_95_2012_11_23",34313.4052048022
"1_10_2012_11_23",24838.9087815083
"1_29_2012_11_23",26956.737393774
"1_96_2012_11_23",34424.8698686057
"1_25_2012_11_23",26510.8787385602
"1_19_2012_11_23",25842.0907557394
"1_24_2012_11_23",26399.4140747567
"1_12_2012_11_23",25061.8381091152
"1_94_2012_11_23",34201.9405409988
"1_74_2012_11_23",31972.6472649296
"1_30_2012_11_23",27068.2020575775
"1_8_2012_11_23",24615.9794539014
"1_32_2012_11_23",27291.1313851844
"1_31_2012_11_23",27179.6667213809
"1_55_2012_11_23",29854.8186526639
"1_99_2012_11_23",34759.2638600161
"1_92_2012_11_23",33979.0112133919
"1_93_2012_11_23",34090.4758771953
"1_79_2012_11_23",32529.9705839469
"1_11_2012_11_23",24950.3734453118
"1_13_2012_11_23",25173.3027729187
"1_33_2012_11_23",27402.5960489878
"1_60_2012_11_23",30412.1419716812
"1_91_2012_11_23",33867.5465495884
"1_90_2012_11_23",33756.081885785
"1_14_2012_11_23",25284.7674367221
"1_58_2012_11_23",30189.2126440743
"1_4_2012_11_23",24170.1207986876
"1_2_2012_11_23",23947.1914710806
"1_7_2012_11_23",24504.5147900979
"1_44_2012_11_23",28628.7073508259
"1_35_2012_11_23",27625.5253765948
"1_56_2012_11_23",29966.2833164674
"1_46_2012_11_23",28851.6366784328
"1_1_2012_11_23",23835.7268072772
"1_27_2012_11_23",26733.8080661671
"1_28_2012_11_23",26845.2727299706
"1_3_2012_11_23",24058.6561348841
"1_16_2012_11_23",25507.6967643291
"1_34_2012_11_23",27514.0607127913
"1_37_2012_11_23",27848.4547042017
"1_48_2012_11_23",29074.5660060397
"1_67_2012_11_23",31192.3946183054
"1_26_2012_11_23",26622.3434023636
"1_6_2012_11_23",24393.0501262945
"1_87_2012_11_23",33421.6878943746
"1_36_2012_11_23",27736.9900403982
"1_41_2012_11_23",28294.3133594155
"1_59_2012_11_23",30300.6773078778
"1_82_2012_11_23",32864.3645753573
"1_42_2012_11_23",28405.778023219
"1_80_2012_11_23",32641.4352477504
"1_5_2012_11_23",24281.585462491
"1_38_2012_11_23",27959.9193680051
"1_83_2012_11_23",32975.8292391607
"1_49_2012_11_23",29186.0306698432
"1_85_2012_11_23",33198.7585667677
"1_40_2012_11_23",28182.848695612
"1_18_2012_11_23",25730.626091936
"1_54_2012_11_23",29743.3539888605
"1_81_2012_11_23",32752.8999115538
"1_17_2012_11_23",25619.1614281325
"1_52_2012_11_23",29520.4246612535
"1_97_2012_11_30",26235.1935893916
"1_21_2012_11_30",17763.8791403288
"1_94_2012_11_30",25900.7995979812
"1_96_2012_11_30",26123.7289255881
"1_71_2012_11_30",23337.1123305017
"1_55_2012_11_30",21553.6777096463
"1_22_2012_11_30",17875.3438041322
"1_98_2012_11_30",26346.658253195
"1_45_2012_11_30",20439.0310716118
"1_56_2012_11_30",21665.1423734498
"1_10_2012_11_30",16537.7678384907
"1_19_2012_11_30",17540.9498127219
"1_20_2012_11_30",17652.4144765253
"1_31_2012_11_30",18878.5257783633
"1_95_2012_11_30",26012.2642617847
"1_9_2012_11_30",16426.3031746873
"1_93_2012_11_30",25789.3349341777
"1_14_2012_11_30",16983.6264937046
"1_72_2012_11_30",23448.5769943051
"1_25_2012_11_30",18209.7377955426
"1_48_2012_11_30",20773.4250630221
"1_6_2012_11_30",16091.9091832769
"1_85_2012_11_30",24897.6176237501
"1_30_2012_11_30",18767.0611145599
"1_29_2012_11_30",18655.5964507564
"1_13_2012_11_30",16872.1618299011
"1_23_2012_11_30",17986.8084679357
"1_58_2012_11_30",21888.0717010567
"1_11_2012_11_30",16649.2325022942
"1_8_2012_11_30",16314.8385108838
"1_81_2012_11_30",24451.7589685363
"1_27_2012_11_30",18432.6671231495
"1_92_2012_11_30",25677.8702703743
"1_99_2012_11_30",26458.1229169985
"1_7_2012_11_30",16203.3738470803
"1_24_2012_11_30",18098.2731317391
"1_74_2012_11_30",23671.506321912
"1_12_2012_11_30",16760.6971660976
"1_80_2012_11_30",24340.2943047328
"1_41_2012_11_30",19993.1724163979
"1_90_2012_11_30",25454.9409427674
"1_4_2012_11_30",15868.97985567
"1_26_2012_11_30",18321.2024593461
"1_42_2012_11_30",20104.6370802014
"1_32_2012_11_30",18989.9904421668
"1_34_2012_11_30",19212.9197697737
"1_79_2012_11_30",24228.8296409293
"1_46_2012_11_30",20550.4957354152
"1_52_2012_11_30",21219.283718236
"1_1_2012_11_30",15534.5858642596
"1_5_2012_11_30",15980.4445194734
"1_67_2012_11_30",22891.2536752878
"1_44_2012_11_30",20327.5664078083
"1_60_2012_11_30",22111.0010286636
"1_35_2012_11_30",19324.3844335772
"1_36_2012_11_30",19435.8490973806
"1_59_2012_11_30",21999.5363648602
"1_17_2012_11_30",17318.0204851149
"1_33_2012_11_30",19101.4551059703
"1_38_2012_11_30",19658.7784249876
"1_16_2012_11_30",17206.5558213115
"1_87_2012_11_30",25120.546951357
"1_54_2012_11_30",21442.2130458429
"1_2_2012_11_30",15646.0505280631
"1_28_2012_11_30",18544.131786953
"1_82_2012_11_30",24563.2236323397
"1_83_2012_11_30",24674.6882961432
"1_37_2012_11_30",19547.3137611841
"1_49_2012_11_30",20884.8897268256
"1_18_2012_11_30",17429.4851489184
"1_40_2012_11_30",19881.7077525945
"1_91_2012_11_30",25566.4056065708
"1_3_2012_11_30",15757.5151918665
"1_20_2012_12_07",18396.9917108728
"1_95_2012_12_07",26756.8414961322
"1_45_2012_12_07",21183.6083059593
"1_58_2012_12_07",22632.6489354042
"1_22_2012_12_07",18619.9210384798
"1_9_2012_12_07",17170.8804090348
"1_6_2012_12_07",16836.4864176244
"1_21_2012_12_07",18508.4563746763
"1_98_2012_12_07",27091.2354875426
"1_23_2012_12_07",18731.3857022832
"1_1_2012_12_07",16279.1630986071
"1_48_2012_12_07",21518.0022973697
"1_29_2012_12_07",19400.173685104
"1_30_2012_12_07",19511.6383489074
"1_14_2012_12_07",17728.2037280521
"1_35_2012_12_07",20068.9616679247
"1_96_2012_12_07",26868.3061599357
"1_97_2012_12_07",26979.7708237391
"1_24_2012_12_07",18842.8503660867
"1_7_2012_12_07",16947.9510814279
"1_19_2012_12_07",18285.5270470694
"1_31_2012_12_07",19623.1030127109
"1_38_2012_12_07",20403.3556593351
"1_10_2012_12_07",17282.3450728383
"1_36_2012_12_07",20180.4263317282
"1_46_2012_12_07",21295.0729697627
"1_28_2012_12_07",19288.7090213005
"1_71_2012_12_07",24081.6895648492
"1_11_2012_12_07",17393.8097366417
"1_94_2012_12_07",26645.3768323287
"1_55_2012_12_07",22298.2549439939
"1_49_2012_12_07",21629.4669611731
"1_8_2012_12_07",17059.4157452313
"1_13_2012_12_07",17616.7390642486
"1_81_2012_12_07",25196.3362028838
"1_42_2012_12_07",20849.2143145489
"1_2_2012_12_07",16390.6277624106
"1_92_2012_12_07",26422.4475047218
"1_99_2012_12_07",27202.700151346
"1_56_2012_12_07",22409.7196077973
"1_25_2012_12_07",18954.3150298901
"1_59_2012_12_07",22744.1135992077
"1_80_2012_12_07",25084.8715390803
"1_85_2012_12_07",25642.1948580976
"1_33_2012_12_07",19846.0323403178
"1_72_2012_12_07",24193.1542286527
"1_40_2012_12_07",20626.284986942
"1_93_2012_12_07",26533.9121685253
"1_52_2012_12_07",21963.8609525835
"1_67_2012_12_07",23635.8309096354
"1_60_2012_12_07",22855.5782630112
"1_18_2012_12_07",18174.0623832659
"1_26_2012_12_07",19065.7796936936
"1_32_2012_12_07",19734.5676765143
"1_37_2012_12_07",20291.8909955316
"1_27_2012_12_07",19177.244357497
"1_41_2012_12_07",20737.7496507455
"1_3_2012_12_07",16502.0924262141
"1_44_2012_12_07",21072.1436421558
"1_12_2012_12_07",17505.2744004452
"1_87_2012_12_07",25865.1241857045
"1_5_2012_12_07",16725.021753821
"1_74_2012_12_07",24416.0835562596
"1_34_2012_12_07",19957.4970041213
"1_79_2012_12_07",24973.4068752769
"1_83_2012_12_07",25419.2655304907
"1_4_2012_12_07",16613.5570900175
"1_90_2012_12_07",26199.5181771149
"1_82_2012_12_07",25307.8008666872
"1_16_2012_12_07",17951.133055659
"1_54_2012_12_07",22186.7902801904
"1_91_2012_12_07",26310.9828409184
"1_17_2012_12_07",18062.5977194625
"1_95_2012_12_14",24856.4883355795
"1_2_2012_12_14",14490.2746018579
"1_19_2012_12_14",16385.1738865166
"1_20_2012_12_14",16496.6385503201
"1_22_2012_12_14",16719.567877927
"1_29_2012_12_14",17499.8205245512
"1_8_2012_12_14",15159.0625846786
"1_6_2012_12_14",14936.1332570717
"1_7_2012_12_14",15047.5979208751
"1_9_2012_12_14",15270.5272484821
"1_48_2012_12_14",19617.6491368169
"1_37_2012_12_14",18391.5378349789
"1_96_2012_12_14",24967.9529993829
"1_55_2012_12_14",20397.9017834411
"1_35_2012_12_14",18168.608507372
"1_36_2012_12_14",18280.0731711754
"1_81_2012_12_14",23295.983042331
"1_34_2012_12_14",18057.1438435685
"1_30_2012_12_14",17611.2851883547
"1_93_2012_12_14",24633.5590079725
"1_46_2012_12_14",19394.71980921
"1_97_2012_12_14",25079.4176631864
"1_56_2012_12_14",20509.3664472446
"1_33_2012_12_14",17945.6791797651
"1_94_2012_12_14",24745.023671776
"1_40_2012_12_14",18725.9318263893
"1_18_2012_12_14",16273.7092227132
"1_58_2012_12_14",20732.2957748515
"1_11_2012_12_14",15493.456576089
"1_21_2012_12_14",16608.1032141236
"1_99_2012_12_14",25302.3469907933
"1_52_2012_12_14",20063.5077920308
"1_3_2012_12_14",14601.7392656613
"1_14_2012_12_14",15827.8505674994
"1_98_2012_12_14",25190.8823269898
"1_27_2012_12_14",17276.8911969443
"1_10_2012_12_14",15381.9919122855
"1_32_2012_12_14",17834.2145159616
"1_80_2012_12_14",23184.5183785276
"1_1_2012_12_14",14378.8099380544
"1_31_2012_12_14",17722.7498521581
"1_12_2012_12_14",15604.9212398924
"1_23_2012_12_14",16831.0325417305
"1_28_2012_12_14",17388.3558607478
"1_71_2012_12_14",22181.3364042965
"1_4_2012_12_14",14713.2039294648
"1_41_2012_12_14",18837.3964901927
"1_24_2012_12_14",16942.4972055339
"1_59_2012_12_14",20843.760438655
"1_72_2012_12_14",22292.8010680999
"1_49_2012_12_14",19729.1138006204
"1_91_2012_12_14",24410.6296803656
"1_67_2012_12_14",21735.4777490826
"1_42_2012_12_14",18948.8611539962
"1_5_2012_12_14",14824.6685932682
"1_60_2012_12_14",20955.2251024584
"1_85_2012_12_14",23741.8416975449
"1_25_2012_12_14",17053.9618693374
"1_74_2012_12_14",22515.7303957068
"1_16_2012_12_14",16050.7798951063
"1_17_2012_12_14",16162.2445589097
"1_26_2012_12_14",17165.4265331408
"1_13_2012_12_14",15716.3859036959
"1_44_2012_12_14",19171.7904816031
"1_92_2012_12_14",24522.0943441691
"1_79_2012_12_14",23073.0537147241
"1_38_2012_12_14",18503.0024987823
"1_90_2012_12_14",24299.1650165622
"1_54_2012_12_14",20286.4371196377
"1_82_2012_12_14",23407.4477061345
"1_83_2012_12_14",23518.912369938
"1_87_2012_12_14",23964.7710251518
"1_29_2012_12_21",18160.8961808491
"1_20_2012_12_21",17157.7142066179
"1_98_2012_12_21",25851.9579832877
"1_30_2012_12_21",18272.3608446525
"1_94_2012_12_21",25406.0993280738
"1_58_2012_12_21",21393.3714311493
"1_9_2012_12_21",15931.6029047799
"1_95_2012_12_21",25517.5639918773
"1_21_2012_12_21",17269.1788704214
"1_22_2012_12_21",17380.6435342249
"1_1_2012_12_21",15039.8855943522
"1_34_2012_12_21",18718.2194998664
"1_2_2012_12_21",15151.3502581557
"1_47_2012_12_21",20167.2601293113
"1_7_2012_12_21",15708.673577173
"1_81_2012_12_21",23957.0586986289
"1_37_2012_12_21",19052.6134912767
"1_32_2012_12_21",18495.2901722594
"1_10_2012_12_21",16043.0675685834
"1_25_2012_12_21",17715.0375256352
"1_6_2012_12_21",15597.2089133695
"1_55_2012_12_21",21058.977439739
"1_33_2012_12_21",18606.7548360629
"1_8_2012_12_21",15820.1382409764
"1_79_2012_12_21",23734.129371022
"1_19_2012_12_21",17046.2495428145
"1_56_2012_12_21",21170.4421035424
"1_3_2012_12_21",15262.8149219592
"1_40_2012_12_21",19387.0074826871
"1_82_2012_12_21",24068.5233624323
"1_46_2012_12_21",20055.7954655078
"1_74_2012_12_21",23176.8060520047
"1_60_2012_12_21",21616.3007587563
"1_71_2012_12_21",22842.4120605943
"1_28_2012_12_21",18049.4315170456
"1_24_2012_12_21",17603.5728618318
"1_11_2012_12_21",16154.5322323868
"1_80_2012_12_21",23845.5940348254
"1_96_2012_12_21",25629.0286556808
"1_17_2012_12_21",16823.3202152076
"1_83_2012_12_21",24179.9880262358
"1_67_2012_12_21",22396.5534053805
"1_49_2012_12_21",20390.1894569182
"1_31_2012_12_21",18383.825508456
"1_27_2012_12_21",17937.9668532421
"1_93_2012_12_21",25294.6346642704
"1_72_2012_12_21",22953.8767243978
"1_97_2012_12_21",25740.4933194842
"1_35_2012_12_21",18829.6841636698
"1_14_2012_12_21",16488.9262237972
"1_12_2012_12_21",16265.9968961903
"1_48_2012_12_21",20278.7247931148
"1_18_2012_12_21",16934.784879011
"1_54_2012_12_21",20947.5127759355
"1_92_2012_12_21",25183.1700004669
"1_41_2012_12_21",19498.4721464906
"1_23_2012_12_21",17492.1081980283
"1_16_2012_12_21",16711.8555514041
"1_36_2012_12_21",18941.1488274733
"1_99_2012_12_21",25963.4226470911
"1_44_2012_12_21",19832.8661379009
"1_59_2012_12_21",21504.8360949528
"1_85_2012_12_21",24402.9173538427
"1_13_2012_12_21",16377.4615599937
"1_26_2012_12_21",17826.5021894387
"1_91_2012_12_21",25071.7053366635
"1_4_2012_12_21",15374.2795857626
"1_87_2012_12_21",24625.8466814496
"1_38_2012_12_21",19164.0781550802
"1_90_2012_12_21",24960.24067286
"1_52_2012_12_21",20724.5834483286
"1_42_2012_12_21",19609.936810294
"1_5_2012_12_21",15485.7442495661
"1_94_2012_12_28",26935.568921218
"1_29_2012_12_28",19690.3657739932
"1_9_2012_12_28",17461.0724979241
"1_20_2012_12_28",18687.1837997621
"1_7_2012_12_28",17238.1431703172
"1_71_2012_12_28",24371.8816537385
"1_48_2012_12_28",21808.194386259
"1_21_2012_12_28",18798.6484635656
"1_95_2012_12_28",27047.0335850215
"1_96_2012_12_28",27158.4982488249
"1_28_2012_12_28",19578.9011101898
"1_93_2012_12_28",26824.1042574146
"1_32_2012_12_28",20024.7597654036
"1_22_2012_12_28",18910.113127369
"1_72_2012_12_28",24483.3463175419
"1_33_2012_12_28",20136.2244292071
"1_27_2012_12_28",19467.4364463863
"1_8_2012_12_28",17349.6078341206
"1_97_2012_12_28",27269.9629126284
"1_25_2012_12_28",19244.5071187794
"1_81_2012_12_28",25486.5282917731
"1_2_2012_12_28",16680.8198512999
"1_58_2012_12_28",22922.8410242935
"1_41_2012_12_28",21027.9417396347
"1_34_2012_12_28",20247.6890930105
"1_19_2012_12_28",18575.7191359587
"1_74_2012_12_28",24706.2756451489
"1_99_2012_12_28",27492.8922402353
"1_55_2012_12_28",22588.4470328832
"1_6_2012_12_28",17126.6785065137
"1_56_2012_12_28",22699.9116966866
"1_10_2012_12_28",17572.5371617275
"1_24_2012_12_28",19133.042454976
"1_46_2012_12_28",21585.265058652
"1_37_2012_12_28",20582.0830844209
"1_17_2012_12_28",18352.7898083518
"1_49_2012_12_28",21919.6590500624
"1_18_2012_12_28",18464.2544721552
"1_85_2012_12_28",25932.3869469869
"1_30_2012_12_28",19801.8304377967
"1_26_2012_12_28",19355.9717825829
"1_23_2012_12_28",19021.5777911725
"1_1_2012_12_28",16569.3551874964
"1_3_2012_12_28",16792.2845151033
"1_11_2012_12_28",17684.001825531
"1_79_2012_12_28",25263.5989641662
"1_13_2012_12_28",17906.9311531379
"1_40_2012_12_28",20916.4770758313
"1_83_2012_12_28",25709.45761938
"1_52_2012_12_28",22254.0530414728
"1_60_2012_12_28",23145.7703519004
"1_98_2012_12_28",27381.4275764319
"1_31_2012_12_28",19913.2951016002
"1_36_2012_12_28",20470.6184206175
"1_80_2012_12_28",25375.0636279696
"1_16_2012_12_28",18241.3251445483
"1_35_2012_12_28",20359.153756814
"1_14_2012_12_28",18018.3958169414
"1_42_2012_12_28",21139.4064034382
"1_67_2012_12_28",23926.0229985247
"1_82_2012_12_28",25597.9929555765
"1_4_2012_12_28",16903.7491789068
"1_38_2012_12_28",20693.5477482244
"1_12_2012_12_28",17795.4664893345
"1_59_2012_12_28",23034.305688097
"1_5_2012_12_28",17015.2138427103
"1_87_2012_12_28",26155.3162745938
"1_44_2012_12_28",21362.3357310451
"1_54_2012_12_28",22476.9823690797
"1_90_2012_12_28",26489.7102660042
"1_92_2012_12_28",26712.6395936111
"1_91_2012_12_28",26601.1749298077
"1_27_2013_01_04",17823.1042835373
"1_20_2013_01_04",17042.8516369131
"1_8_2013_01_04",15705.2756712716
"1_95_2013_01_04",25402.7014221725
"1_33_2013_01_04",18491.8922663581
"1_56_2013_01_04",21055.5795338376
"1_28_2013_01_04",17934.5689473408
"1_21_2013_01_04",17154.3163007166
"1_34_2013_01_04",18603.3569301615
"1_10_2013_01_04",15928.2049988785
"1_9_2013_01_04",15816.7403350751
"1_7_2013_01_04",15593.8110074681
"1_32_2013_01_04",18380.4276025546
"1_22_2013_01_04",17265.78096452
"1_35_2013_01_04",18714.821593965
"1_29_2013_01_04",18046.0336111442
"1_79_2013_01_04",23619.2668013171
"1_71_2013_01_04",22727.5494908895
"1_93_2013_01_04",25179.7720945655
"1_94_2013_01_04",25291.236758369
"1_72_2013_01_04",22839.0141546929
"1_30_2013_01_04",18157.4982749477
"1_31_2013_01_04",18268.9629387511
"1_19_2013_01_04",16931.3869731096
"1_55_2013_01_04",20944.1148700341
"1_58_2013_01_04",21278.5088614445
"1_25_2013_01_04",17600.1749559304
"1_36_2013_01_04",18826.2862577684
"1_2_2013_01_04",15036.4876884509
"1_80_2013_01_04",23730.7314651206
"1_11_2013_01_04",16039.669662682
"1_81_2013_01_04",23842.196128924
"1_83_2013_01_04",24065.125456531
"1_74_2013_01_04",23061.9434822998
"1_6_2013_01_04",15482.3463436647
"1_98_2013_01_04",25737.0954135828
"1_96_2013_01_04",25514.1660859759
"1_97_2013_01_04",25625.6307497794
"1_1_2013_01_04",14925.0230246474
"1_12_2013_01_04",16151.1343264854
"1_87_2013_01_04",24510.9841117448
"1_48_2013_01_04",20163.8622234099
"1_37_2013_01_04",18937.7509215719
"1_41_2013_01_04",19383.6095767857
"1_17_2013_01_04",16708.4576455027
"1_52_2013_01_04",20609.7208786238
"1_18_2013_01_04",16819.9223093062
"1_23_2013_01_04",17377.2456283235
"1_24_2013_01_04",17488.7102921269
"1_67_2013_01_04",22281.6908356756
"1_3_2013_01_04",15147.9523522543
"1_13_2013_01_04",16262.5989902889
"1_40_2013_01_04",19272.1449129823
"1_42_2013_01_04",19495.0742405892
